Trip Start Timestamp,Trip ID,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Dropoff Community Area,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Year,Month,Weekday,Hour of Day
2018-11-01 00:00:00,f4b7c30e0e4eb181f1447c15a3ae0f89b85fea52,2018-11-01 00:00:00,418.0,1.7,6.0,6.0,5.68,0.0,3.0,8.68,False,1,41.94415985383231,-87.65608012047903,41.9443707890605,-87.65696828813189,2018,11,Thursday,0
2018-11-01 00:00:00,2377954f48a13b99bec91133f5cf215d80ae6661,2018-11-01 00:15:00,1144.0,9.0,7.0,38.0,13.78,0.0,2.5,16.28,True,1,41.922330666692474,-87.64860065256912,41.81189670684326,-87.61844477447451,2018,11,Thursday,0
2018-11-01 00:30:00,153e13b329b73e7753b7918104078ffc7246ca54,2018-11-01 00:45:00,870.0,6.5,8.0,31.0,10.14,0.0,3.0,13.14,False,1,41.904155744259,-87.64895125465189,41.85699014196858,-87.67298771851706,2018,11,Thursday,0
2018-11-01 01:30:00,323d6594244d759d992bf3dc4c117611a9b31f7d,2018-11-01 01:45:00,703.0,2.9,6.0,24.0,2.76,0.0,2.5,5.26,True,3,41.94330277333368,-87.64676943514313,41.8984279186934,-87.65260055894845,2018,11,Thursday,1
2018-11-01 01:45:00,45c2c1db1f4eea9a87f4bf864242e860592f1107,2018-11-01 02:00:00,809.0,3.9,6.0,22.0,8.94,0.0,3.0,11.94,False,1,41.95213342313903,-87.66731395787738,41.921780381273585,-87.70509910649915,2018,11,Thursday,1
2018-11-01 02:00:00,8fa1d92ac314a52f6e57376d0ca956779ff47c28,2018-11-01 02:00:00,396.0,3.1,65.0,70.0,5.35,0.0,3.0,8.35,True,1,41.77142379336798,-87.72740520788925,41.74736718882425,-87.70819131873222,2018,11,Thursday,2
2018-11-01 02:00:00,675eee679a3061497ddea29e27c2acd27f470256,2018-11-01 02:15:00,644.0,2.9,8.0,32.0,7.6,0.0,3.0,10.6,False,1,41.90424214788405,-87.65139991933756,41.881577040147576,-87.63304990765886,2018,11,Thursday,2
2018-11-01 02:15:00,8cd803ae7b2cdd1c7bba43bc467d253220f11448,2018-11-01 02:15:00,326.0,1.3,63.0,63.0,6.67,0.0,4.28,10.95,False,1,41.79662703151642,-87.69505968511524,41.795448084688466,-87.69617970533545,2018,11,Thursday,2
2018-11-01 04:30:00,c12faf0b4872396cf6ee9a10557cf643e3e3287f,2018-11-01 04:30:00,240.0,0.9,8.0,8.0,5.34,0.0,1.17,6.51,True,1,41.90062945799409,-87.63415477591359,41.89994760811568,-87.63407894645096,2018,11,Thursday,4
2018-11-01 04:30:00,0a63a5852c4af7a0526d8f82e2f3c683d5a73595,2018-11-01 04:45:00,1182.0,11.3,32.0,56.0,17.73,6.0,7.5,31.23,False,1,41.87095671417875,-87.62247674511342,41.78676651565544,-87.75299253909932,2018,11,Thursday,4
2018-11-01 05:00:00,1a87dfcde809e55a1584b9fe55cbfbef349d1123,2018-11-01 05:45:00,2255.0,29.8,71.0,76.0,38.05,0.0,7.5,45.55,False,1,41.73382232842531,-87.65220108301256,41.97934820662499,-87.902056636476,2018,11,Thursday,5
2018-11-01 06:15:00,45fc6f82c7fce5d04a6b90f098cc2ac1083b0f78,2018-11-01 07:00:00,2693.0,16.2,6.0,76.0,27.74,0.0,8.0,35.739999999999995,False,1,41.936686443922056,-87.64003656380623,41.97894792194863,-87.90297236551382,2018,11,Thursday,6
2018-11-01 06:30:00,02b21da9cf081984ef6215f5a355442668a66ff3,2018-11-01 06:45:00,918.0,3.5,24.0,32.0,10.3,0.0,3.0,13.3,False,1,41.90617578334863,-87.67577133414508,41.885911386975124,-87.62031763568763,2018,11,Thursday,6
2018-11-01 08:45:00,426cf1cad768ede9a186f40b75ebd47f254f5766,2018-11-01 09:00:00,1109.0,3.8,66.0,61.0,8.87,0.0,2.5,11.37,True,2,41.772595985592744,-87.69255731048766,41.814775510221644,-87.67567434802717,2018,11,Thursday,8
2018-11-01 10:15:00,d5a49ac775502c29b8e8ae003f7e0bf45e7fceaa,2018-11-01 11:00:00,2658.0,26.2,76.0,8.0,58.1,0.0,7.8,65.9,False,1,41.97851181721879,-87.90416302517974,41.89269901319222,-87.62645265824534,2018,11,Thursday,10
2018-11-01 11:15:00,3fe3132d9a86bfe0900037283a1e7b775978625e,2018-11-01 11:15:00,240.0,0.8,22.0,22.0,6.21,0.0,3.0,9.21,False,1,41.93036530158683,-87.71353759975838,41.928920268830886,-87.7247803593373,2018,11,Thursday,11
2018-11-01 12:45:00,07017c012e29628a0ad567b57c4ec237923c1894,2018-11-01 13:00:00,407.0,1.7,67.0,67.0,7.99,0.0,0.0,7.99,True,1,41.77589719424341,-87.66710887433648,41.77658202306666,-87.66432701797224,2018,11,Thursday,12
2018-11-01 15:15:00,7e60e789fde28423e54ec2446bf92bc55d2e98e7,2018-11-01 16:00:00,3002.0,15.6,76.0,,28.22,0.0,8.95,37.17,False,1,41.979919683393774,-87.9033448940963,,,2018,11,Thursday,15
2018-11-01 15:45:00,e127faa3fbc5eefb5ad1fab1a5140c85c6754636,2018-11-01 15:45:00,270.0,0.9,28.0,28.0,6.09,0.0,3.5,9.59,False,1,41.878064287498,-87.64142170325903,41.8855902783523,-87.65822042840867,2018,11,Thursday,15
2018-11-01 15:45:00,603014deadf2a93a14aded7cdfce1245502daa42,2018-11-01 16:00:00,613.0,1.2,8.0,32.0,6.08,0.0,3.0,9.08,False,1,41.89152620567244,-87.63751501826066,41.880748080384656,-87.63400818230352,2018,11,Thursday,15
2018-11-01 16:00:00,93925e3eaabd8ea35101002f35f1833e2444e325,2018-11-01 16:15:00,1263.0,2.8,32.0,28.0,5.34,2.0,3.5,10.84,False,1,41.88580725000507,-87.62037650334017,41.87778425565617,-87.64207349967268,2018,11,Thursday,16
2018-11-01 16:00:00,e9f15cc210c0db77eabe0cd4e9b801fe0487e7b0,2018-11-01 16:15:00,1167.0,2.6,7.0,8.0,10.56,0.0,2.5,13.06,False,1,41.91247318368702,-87.65466655970485,41.899844148165585,-87.62215043438943,2018,11,Thursday,16
2018-11-01 16:15:00,b0998880cbbe8d80add077a25b37079e49648274,2018-11-01 16:15:00,466.0,1.1,32.0,28.0,5.95,0.0,3.0,8.95,False,1,41.88298886284427,-87.62012912693646,41.885169483008646,-87.64259549447968,2018,11,Thursday,16
2018-11-01 16:15:00,efc3a66b677478ab8c42609a7fde5d4eb148120c,2018-11-01 16:30:00,395.0,1.6,63.0,66.0,5.58,0.0,3.0,8.58,True,1,41.796179556212635,-87.69545035829537,41.77004352228599,-87.69397567295469,2018,11,Thursday,16
2018-11-01 16:30:00,88d37e44892b8e69baf210c67b1b9fc9f1c45807,2018-11-01 16:45:00,1018.0,3.3,7.0,5.0,6.59,0.0,0.0,6.59,True,2,41.928182686693305,-87.63552312270616,41.9421522985434,-87.68006950431662,2018,11,Thursday,16
